대여소번호,대여소명,전체이용건수,최초관측일,최종관측일,출근시간비중,퇴근시간비중,주말비중,심야비중,자치구,상세주소,위도,경도,설치일,거치대수,운영방식,관측일수,일평균이용건수,거치대당일평균이용건수,일평균이용건수점수,출근시간비중점수,퇴근시간비중점수,주말비중점수,거치대당일평균이용건수점수,동일가중치점수,집중운영점수,우선관리등급,군집
666,666.이문대성유니드아파트 앞,8590,2025-06-01,2026-06-30,0.12421420256111758,0.36647264260768336,0.3008149010477299,0.18055878928987196,동대문구,서울특별시 동대문구 한천로58길 151 이문동대성유니드아파트,37.60362244,127.0708313,2020-04-21 00:00:00,20.0,QR,395,21.746835443037973,1.0873417721518988,2,2,5,5,1,15,2.85,검토,3
2229,2229.로고스교회 맞은 편,6709,2025-06-01,2026-06-30,0.1954091518855269,0.27977343866448057,0.2527947533164406,0.1712624832314801,서초구,서울특별시 서초구 방배천로 126,37.48701096,126.98496246,2017-06-01 10:29:26,10.0,LCD,395,16.98481012658228,1.698481012658228,2,4,3,3,2,14,2.85,검토,0
1564,1564.4.19민주묘지역 1번출구,8598,2025-06-01,2026-06-30,0.0799023028611305,0.3141428239125378,0.2792509886020005,0.23656664340544312,강북구,서울특별시 강북구 삼양로 522,37.64959717,127.01384735,2020-03-25 00:00:00,7.0,QR,395,21.767088607594935,3.1095840867992766,2,1,4,4,4,15,2.8499999999999996,검토,3
5100,5100. 강서도로사업소,3733,2025-06-01,2026-06-30,0.11117064023573534,0.4776319314224484,0.11251004553978033,0.08706134476292526,강서구,마곡동 60-8,37.57331848,126.8300705,2023-09-04 00:00:00,2.0,QR,395,9.450632911392406,4.725316455696203,1,2,5,1,4,13,2.8499999999999996,검토,2
4167,4167. 구로교 아래,15102,2025-06-01,2026-06-30,0.09329890080784002,0.3286981856707721,0.2792345384717256,0.2903588928618726,동작구,신대방동 702-2,37.48500824,126.90350342,2021-02-18 00:00:00,25.0,QR,395,38.232911392405065,1.5293164556962027,4,1,4,4,2,15,2.8499999999999996,검토,3
759,759. 보아스아파트 앞,8475,2025-06-01,2026-06-30,0.2814159292035398,0.22607669616519174,0.2448377581120944,0.15516224188790562,양천구,양천구 오목로3길 32,37.52407074,126.83860016,2018-09-20 00:00:00,10.0,LCD,395,21.455696202531644,2.1455696202531644,2,5,1,3,3,14,2.8000000000000003,검토,0
4370,4370. 성동교 사거리,9904,2025-06-01,2026-06-30,0.061591276252019385,0.4432552504038772,0.19981825525040386,0.14670840064620355,성동구,서울특별시 성동구 성동구 광나루로 130,37.55141449,127.04475403000001,2021-05-26 00:00:00,9.0,QR,395,25.073417721518986,2.7859353023909983,3,1,5,1,3,13,2.8000000000000003,검토,2
4271,4271. 충정로역 1번 출구,2921,2025-06-01,2026-06-30,0.16809311879493324,0.3485107839780897,0.26395070181444713,0.1845258473125642,서대문구,서대문구 충정로 28-1,37.55942535,126.96305846999999,2022-07-18 00:00:00,7.0,QR,395,7.39493670886076,1.0564195298372514,1,3,5,4,1,14,2.8000000000000003,검토,3
3220,3220.래미안에스티움 앞 (신풍로),13054,2025-06-01,2026-06-30,0.23862417649762524,0.2349471426382718,0.2583116286195802,0.15581430979010266,영등포구,신풍로77(GS25),37.50013733,126.91397858,2020-03-03 00:00:00,20.0,QR,395,33.04810126582279,1.6524050632911393,3,4,2,3,2,14,2.8000000000000003,검토,0
852,852. 청암자이아파트 앞,10973,2025-06-10,2026-06-30,0.18891825389592637,0.2948145447917616,0.29672833318144537,0.16112275585528116,용산구,서울특별시 용산구 삼개로 60 천년명가 청암자이,37.53452682,126.9471817,2020-03-28 00:00:00,30.0,QR,386,28.427461139896373,0.9475820379965457,3,3,3,5,1,15,2.8000000000000003,검토,3
159,159. 이대역 4번 출구,4195,2025-06-01,2026-06-30,0.10297973778307509,0.3501787842669845,0.2827175208581645,0.1632896305125149,서대문구,서울특별시 서대문구 대현동 60-11,37.55695343,126.94634247,2016-06-29 12:00:00,5.0,QR,395,10.620253164556962,2.124050632911392,1,1,5,5,3,15,2.8000000000000003,검토,3
3516,3516. 구의아리수정수센터앞,10725,2025-06-01,2026-06-30,0.3190675990675991,0.2013986013986014,0.24522144522144523,0.15142191142191141,광진구,서울특별시 광진구 광나루로 571 구의아리수정수센터앞,37.54370499,127.09324646,2017-11-28 10:35:40,15.0,LCD,395,27.151898734177216,1.8101265822784811,3,5,1,3,2,14,2.8000000000000003,검토,0
1130,1130. 화곡본동시장 버스정류장,5810,2025-06-01,2026-06-30,0.16092943201376936,0.2812392426850258,0.2457831325301205,0.2712564543889845,강서구,서울특별시 강서구 화곡로 196,37.54275131,126.84262085,2017-04-24 09:53:42,7.0,LCD,395,14.708860759493671,2.1012658227848102,2,3,3,3,3,14,2.8000000000000003,검토,3
3551,3551.성동도로사업소,9564,2025-06-01,2026-06-30,0.0896068590547888,0.3508992053534086,0.1219155165202844,0.06534922626516101,성동구,서울특별시 성동구 자동차시장길 11 대승모터스,37.55979919,127.05632782,2020-04-14 00:00:00,10.0,QR,395,24.212658227848102,2.42126582278481,3,1,5,1,3,13,2.8000000000000003,검토,2
1089,1089.고덕 래미안힐스테이트(201동),8347,2025-06-01,2026-06-30,0.2979513597699772,0.16892296633521026,0.2428417395471427,0.12962741104588474,강동구,고덕동 675,37.56060028,127.146698,2020-01-13 00:00:00,10.0,QR,395,21.131645569620254,2.113164556962025,2,5,1,3,3,14,2.8000000000000003,검토,0
3123,3123.DMC파크뷰자이1단지 110동 앞,10077,2025-06-01,2026-06-30,0.22834176838344744,0.2336012702193113,0.29016572392577156,0.15262478912374713,서대문구,남가좌동 385-13 ,37.5723877,126.91510773,2020-05-04 00:00:00,30.0,QR,395,25.51139240506329,0.850379746835443,3,4,2,5,1,15,2.8000000000000003,검토,0
4793,4793. 동대문역사문화공원역 5번출구,12010,2025-06-01,2026-06-30,0.12039966694421315,0.3291423813488759,0.20249791840133222,0.17327227310574522,중구,서울특별시 중구 광희동 1가 202-5,37.56430817,127.00647736,2021-02-02 00:00:00,10.0,QR,395,30.40506329113924,3.040506329113924,3,2,4,1,3,13,2.8000000000000003,검토,2
3689,3689. 강일역 3번출구,7344,2025-06-01,2026-06-30,0.21541394335511982,0.32802287581699346,0.21663943355119825,0.1568627450980392,강동구,강동구 강일동 469-9,37.55740356,127.17653656,2021-08-24 00:00:00,20.0,QR,395,18.59240506329114,0.929620253164557,2,4,4,2,1,13,2.8000000000000003,검토,0
2914,2914.서울과학기술대학교(미래관),11420,2025-06-01,2026-06-30,0.04833625218914186,0.36208406304728546,0.11366024518388791,0.1828371278458844,노원구,서울특별시 노원구 노원로 75 한국원자력의학원,37.62950897,127.08103943,2020-06-10 00:00:00,10.0,QR,395,28.911392405063292,2.8911392405063294,3,1,5,1,3,13,2.8000000000000003,검토,2
1027,1027. 프라자 아파트 앞,12096,2025-06-01,2026-06-30,0.27843915343915343,0.20717592592592593,0.2551256613756614,0.11789021164021164,강동구,서울특별시 길동 176-3,37.53596115,127.14781952,2017-11-01 16:00:00,20.0,LCD,395,30.622784810126582,1.531139240506329,3,5,1,3,2,14,2.8000000000000003,검토,0
3801,3801. 이랜드글로벌R&D센터,10415,2025-06-01,2026-06-30,0.03907825252040326,0.6098895823331733,0.0828612578012482,0.05991358617378781,강서구,강서구 마곡동 727-356,37.56719208,126.83475494,2021-04-28 00:00:00,10.0,QR,395,26.367088607594937,2.6367088607594935,3,1,5,1,3,13,2.8000000000000003,검토,2
4073,4073.방아골종합사회복지관,8246,2025-06-01,2026-06-30,0.2619451855445064,0.20094591317002183,0.2550327431481931,0.1739024981809362,도봉구,서울특별시 도봉구 방학동 606-5,37.66927338,127.03243256,2021-04-16 00:00:00,10.0,QR,395,20.87594936708861,2.087594936708861,2,5,1,3,3,14,2.8000000000000003,검토,0
436,436. 이대역 5번출구,8426,2025-06-01,2026-06-30,0.09826726798006172,0.34559696178495136,0.2580109185853311,0.19534773320674104,마포구,마포구 대흥동 2-1,37.55659103,126.94618988,2018-11-21 00:00:00,10.0,LCD,395,21.331645569620253,2.1331645569620252,2,1,5,3,3,14,2.8000000000000003,검토,3
2823,2823.중앙유통단지 앞,11029,2025-06-01,2026-06-30,0.08377912775410282,0.3858917399582918,0.12022848853023846,0.14996826548191133,구로구,구로구 구로동 635-32,37.49981308,126.87431335,2020-03-09 00:00:00,10.0,QR,395,27.921518987341774,2.7921518987341774,3,1,5,1,3,13,2.8000000000000003,검토,2
4871,4871. 오금동 대림아파트 정문,8441,2025-06-01,2026-06-30,0.16076294277929154,0.28349721596967187,0.256841606444734,0.17166212534059946,송파구,송파구 오금동 2,37.51072693,127.13040161,2021-07-13 00:00:00,7.0,QR,395,21.369620253164555,3.0528028933092224,2,3,3,3,3,14,2.8000000000000003,검토,3
3925,3925. 중앙유통단지 앞 B,11597,2025-06-01,2026-06-30,0.036647408812623954,0.45839441234802103,0.06363714753815641,0.09157540743295679,구로구,구로구 구로동 620-4,37.50127029,126.87678528000001,2022-08-24 00:00:00,10.0,QR,395,29.359493670886074,2.9359493670886074,3,1,5,1,3,13,2.8000000000000003,검토,2
4627,4627. 효창공원앞역 5번출구 옆,4736,2025-06-01,2026-06-30,0.25232263513513514,0.2704814189189189,0.23078547297297297,0.1891891891891892,용산구,서울특별시 용산구 용문동 5-47,37.53851318,126.96355438,2020-10-29 00:00:00,7.0,QR,395,11.989873417721519,1.7128390596745027,1,5,3,2,2,13,2.8000000000000003,검토,0
3963,3963. 에이스 하드웨어(시흥대로 396) 앞,9611,2025-06-01,2026-06-30,0.29809593174487564,0.21933201539902195,0.20570180002080948,0.226303194256581,금천구,독산동 1080-1 에이스하드웨어 정문 앞,37.46865845,126.89826202,2021-02-17 00:00:00,10.0,QR,395,24.331645569620253,2.4331645569620255,3,5,1,1,3,13,2.8000000000000003,검토,0
617,617. 청솔우성아파트 앞,9715,2025-06-01,2026-06-30,0.2872876994338652,0.19577972207925887,0.25156973751930006,0.1669583118888317,동대문구,서울특별시 동대문구 답십리동 94-2 청솔우성아파트 앞,37.57420349,127.05769348,2016-06-29 12:00:00,20.0,QR,395,24.59493670886076,1.229746835443038,3,5,1,3,2,14,2.8000000000000003,검토,0
3969,3969. 독산역 롯데캐슬 104동 앞,12164,2025-06-01,2026-06-30,0.2670996382768826,0.21275896086813548,0.2512331469911213,0.14041433738901676,금천구,독산동 산167-9,37.46239853,126.89175415,2021-08-03 00:00:00,20.0,QR,395,30.79493670886076,1.539746835443038,3,5,1,3,2,14,2.8000000000000003,검토,0
4045,4045. 은하수 공원,7328,2025-06-01,2026-06-30,0.28520742358078605,0.21574781659388648,0.24563318777292575,0.13973799126637554,노원구,서울특별시 노원구 노원구 우이천로 102,37.63000488,127.0440979,2021-10-27 00:00:00,8.0,QR,395,18.551898734177215,2.318987341772152,2,5,1,3,3,14,2.8000000000000003,검토,0
3792,3792. 화곡본동시장 입구,8333,2025-06-01,2026-06-30,0.18408736349453977,0.2682107284291372,0.24276971078843154,0.2743309732389296,강서구,화곡로206,37.54382706,126.84368896,2020-12-21 00:00:00,10.0,QR,395,21.09620253164557,2.109620253164557,2,3,3,3,3,14,2.8000000000000003,검토,3
1616,1616. 하계2동 공항버스정류장 옆,8522,2025-06-01,2026-06-30,0.14503637643745598,0.32069936634592816,0.2506453884064774,0.20523351325979816,노원구,서울특별시 노원구 동일로 지하 1196 노원구 하계동 273-5,37.63510895,127.06832886,2017-05-08 14:08:14,10.0,LCD,395,21.5746835443038,2.15746835443038,2,2,4,3,3,14,2.8000000000000003,검토,3
2505,2505. 우성아파트사거리 (기업은행앞),11693,2025-06-01,2026-06-30,0.07748225434020355,0.37355682887197467,0.1961002309073805,0.19823826220815874,서초구,서초동 1374,37.49325943,127.02953339,2018-09-18 00:00:00,12.0,LCD,395,29.60253164556962,2.4668776371308017,3,1,5,1,3,13,2.8000000000000003,검토,2
2297,2297. 남부터미널역 1번출구,8015,2025-06-01,2026-06-30,0.1369931378665003,0.3292576419213974,0.2412975670617592,0.1700561447286338,서초구,서울특별시 서초구 서초중앙로 38,37.485672,127.01592255,2018-02-26 11:43:11,10.0,LCD,395,20.29113924050633,2.029113924050633,2,2,4,3,3,14,2.8000000000000003,검토,3
1642,1642. 서울여대 남문,7703,2025-06-01,2026-06-30,0.15188887446449437,0.26859665065558874,0.247436063871219,0.16513046864857847,노원구,서울특별시 노원구 화랑로 621 서울여자대학교 서울여대 후문,37.62531662,127.08813477,2017-08-23 13:47:08,7.0,LCD,395,19.50126582278481,2.785895117540687,2,3,3,3,3,14,2.8000000000000003,검토,3
5775,5775. 가락시장역 5번출구,10615,2025-06-01,2026-06-30,0.14649081488459728,0.3267074894017899,0.18718794159208668,0.228827131417805,송파구,송파구 가락동 100-2,37.49253845,127.1194458,2023-07-07 00:00:00,10.0,QR,395,26.873417721518987,2.687341772151899,3,2,4,1,3,13,2.8000000000000003,검토,3
1976,1976. 남구로역 5번 출입구 앞,9419,2025-06-01,2026-06-30,0.23813568319354497,0.2550164560993736,0.17167427540078564,0.2452489648582652,구로구,서울특별시 구로구 도림로 지하 7,37.48567963,126.88670349,2017-11-13 09:54:55,10.0,LCD,395,23.845569620253166,2.3845569620253166,3,4,2,1,3,13,2.8000000000000003,검토,0
5857,5857. U레지던스 앞,11526,2025-06-01,2026-06-30,0.3453930244664237,0.2027589796980739,0.2547284400485858,0.15035571750824223,영등포구,영등포로 383,37.51382446,126.92093658,2022-07-19 00:00:00,15.0,QR,395,29.179746835443037,1.9453164556962024,3,5,1,3,2,14,2.8000000000000003,검토,0
5090,5090. 대상연구소,10772,2025-06-01,2026-06-30,0.050222799851466764,0.567861121425919,0.09069810620126253,0.08354994430003714,강서구,마곡동762-4,37.56980896,126.82857513,2022-09-14 00:00:00,10.0,QR,395,27.270886075949367,2.7270886075949368,3,1,5,1,3,13,2.8000000000000003,검토,2
2394,2394. 개포래미안포레스트아파트 107동 앞,8675,2025-06-01,2026-06-30,0.3045533141210375,0.19504322766570606,0.2454178674351585,0.14005763688760806,강남구,강남구 개포로 264,37.48025131,127.05419159,2018-11-04 00:00:00,10.0,QR,395,21.962025316455698,2.1962025316455698,2,5,1,3,3,14,2.8000000000000003,검토,0
2156,2156. 신림푸르지오아파트,9013,2025-06-01,2026-06-30,0.23898812825918117,0.23965383335182514,0.25108177077554644,0.1888383446133363,관악구,서울특별시 금천구 남부순환로 1428,37.48072052,126.90932465,2017-08-21 14:07:54,12.0,LCD,395,22.81772151898734,1.9014767932489451,3,4,2,3,2,14,2.8000000000000003,검토,0
2517,2517. 서초그랑자이 앞,6455,2025-06-01,2026-06-30,0.28086754453911694,0.29589465530596437,0.21704105344694036,0.14887683965917894,서초구,서울특별시 서초구 효령로69길,37.48768234,127.0247879,2020-02-19 00:00:00,20.0,QR,395,16.341772151898734,0.8170886075949367,2,5,3,2,1,13,2.8000000000000003,검토,0
5876,5876. 에이스하이테크시티 4동 앞,10934,2025-06-01,2026-06-30,0.05743552222425462,0.47109932321199927,0.13124199743918052,0.11514541796231938,영등포구,경인로 775,37.5152092,126.89762878,2024-07-29 00:00:00,10.0,QR,395,27.681012658227846,2.768101265822785,3,1,5,1,3,13,2.8000000000000003,검토,2
2388,2388. 강남구 도시관리공단,6817,2025-06-01,2026-06-30,0.293677570778935,0.28032859028898344,0.21461053249229867,0.12894235000733462,강남구,강남구 삼성동 111-61,37.51678467,127.05161285,2018-07-04 00:00:00,18.0,LCD,395,17.258227848101267,0.958790436005626,2,5,3,2,1,13,2.8000000000000003,검토,0
1663,1663. 동해문화예술관앞,29993,2025-06-01,2026-06-30,0.10732504250991898,0.28053212416230455,0.2104157636781916,0.20148034541392992,노원구,서울특별시 노원구 화랑로 429 동해문화예술관앞,37.61938095,127.0578537,2017-11-28 10:47:07,25.0,LCD,395,75.93164556962026,3.03726582278481,5,1,3,2,3,14,2.8000000000000003,검토,3
2311,2311. 학동로 래미안 아파트 앞,4066,2025-06-01,2026-06-30,0.15051647811116575,0.3561239547466798,0.2267584849975406,0.15371372356123955,강남구,서울특별시 강남구 학동로 지하 508,37.51777267,127.04302216,2017-06-13 09:46:25,6.0,LCD,395,10.29367088607595,1.7156118143459915,1,3,5,2,2,13,2.8000000000000003,검토,2
1290,1290. 위례송파꿈에그린아파트24단지 앞 성벽 다리 밑,8596,2025-06-01,2026-06-30,0.3405072126570498,0.15286179618427176,0.24778966961377386,0.22429036761284318,송파구,송파구 위례광장로 121,37.47458267,127.13754272,2018-09-14 00:00:00,10.0,LCD,395,21.762025316455695,2.1762025316455693,2,5,1,3,3,14,2.8000000000000003,검토,0
5504,5504.아현교회,3453,2025-06-01,2026-06-30,0.1520417028670721,0.35708079930495223,0.21169997103967564,0.174920359108022,마포구,마포구 신촌로 212,37.55677795,126.94934082,2023-02-10 00:00:00,7.0,QR,395,8.741772151898735,1.2488245931283906,1,3,5,2,2,13,2.8000000000000003,검토,2
318,318. 광교사거리 남측,11992,2025-06-01,2026-06-30,0.10098398932621748,0.3842561707805203,0.17303202134756504,0.11407605070046697,중구,서울특별시 중구 남대문로 125 DGB금융센터,37.56863403,126.98231506,2015-10-07 12:16:35,10.0,QR,395,30.359493670886074,3.0359493670886075,3,1,5,1,3,13,2.8000000000000003,검토,2
2085,2085.강남중학교 앞,11651,2025-06-01,2026-06-30,0.22204102652132865,0.25946270706377134,0.25568620719251567,0.19998283409149428,동작구, 동작구 대방동 466-45,37.50274277,126.92157745,2020-04-23 00:00:00,20.0,QR,395,29.49620253164557,1.4748101265822784,3,4,2,3,2,14,2.8000000000000003,검토,0
5310,5310. 목련아파트,9588,2025-06-01,2026-06-30,0.2729453483521068,0.20536086775135587,0.20212765957446807,0.17897371714643304,노원구,서울특별시 노원구 노원로 333 목련아파트상가,37.64862823,127.06918335,2022-07-27 00:00:00,9.0,QR,395,24.27341772151899,2.6970464135021097,3,5,1,1,3,13,2.8000000000000003,검토,0
1833,1833. 독산역 1번출구 A,9657,2025-06-01,2026-06-30,0.3320907114010562,0.23040281660971315,0.18287252770011392,0.15170342756549654,금천구,서울특별시 금천구 벚꽃로 115,37.46654129,126.89028168,2017-05-08 16:09:18,10.0,LCD,395,24.448101265822785,2.4448101265822784,3,5,1,1,3,13,2.8000000000000003,검토,0
4962,4962.고덕비즈밸리 디엠스퀘어 앞,9689,2025-06-01,2026-06-30,0.027144184126328828,0.5598100939209413,0.12787697388791414,0.11590463412116833,강동구,고덕동 94-1,37.56755066,127.161026,2025-04-30 00:00:00,10.0,QR,395,24.529113924050634,2.4529113924050634,3,1,5,1,3,13,2.8000000000000003,검토,2
521,521. 왕십리역 11번 출구 앞,16857,2025-06-01,2026-06-30,0.08394138933380792,0.2740701192382986,0.26493444859702203,0.3334519784065967,성동구,서울특별시 성동구 행당동 188-9 왕십리역 11번 출구 앞,37.56144714,127.03491974,2016-06-29 12:00:00,14.0,QR,395,42.675949367088606,3.048282097649186,4,1,3,4,3,15,2.8000000000000003,검토,3
1846,1846. 롯데캐슬골드파크1차 동문,13507,2025-06-01,2026-06-30,0.4878951654697564,0.1524394758273488,0.1957503516695047,0.11549566891241578,금천구,서울특별시 금천구 독산동 441-19 ,37.46017075,126.89604187,2017-11-01 16:00:00,15.0,LCD,395,34.19493670886076,2.279662447257384,3,5,1,1,3,13,2.8000000000000003,검토,0
5861,5861. 보라주유소 앞,8420,2025-06-01,2026-06-30,0.20878859857482185,0.25095011876484563,0.24299287410926365,0.25475059382422804,영등포구,신길동 70-23,37.51319885,126.92352295,2022-11-21 00:00:00,10.0,QR,395,21.31645569620253,2.131645569620253,2,4,2,3,3,14,2.8000000000000003,검토,3
2650,2650.위례22단지 2208동 다리앞,5776,2025-06-01,2026-06-30,0.3410664819944598,0.171398891966759,0.24480609418282548,0.12846260387811634,송파구,위례광장로163,37.47854996,127.13813782,2020-01-21 00:00:00,7.0,QR,395,14.622784810126582,2.0889692585895117,2,5,1,3,3,14,2.8000000000000003,검토,0
2095,2095.경문고등학교 앞,8907,2025-06-01,2026-06-30,0.19838329403839677,0.23082968451779498,0.24261816548781856,0.21556079488043112,동작구, 동작구 동작동 산1-13,37.49150085,126.98240662,2020-04-24 00:00:00,10.0,QR,395,22.549367088607596,2.2549367088607597,2,4,2,3,3,14,2.8000000000000003,검토,0
2535,2535.신반포역 3번출구 뒤,5525,2025-06-01,2026-06-30,0.18642533936651584,0.287420814479638,0.2997285067873303,0.1712217194570136,서초구,서초구 신반포로 ,37.50362396,126.99732208,2020-02-21 00:00:00,10.0,QR,395,13.987341772151899,1.3987341772151898,2,3,3,5,2,15,2.8,검토,3
1772,1772.시립도봉노인복지관 버스정류소,7582,2025-06-01,2026-06-30,0.19612239514639937,0.2342389870746505,0.2823793194407808,0.23832761804273278,도봉구,서울특별시 도봉구 쌍문동 45-13,37.65805054,127.03575897,2020-03-23 00:00:00,10.0,QR,395,19.19493670886076,1.919493670886076,2,4,2,5,2,15,2.8,검토,3
3525,3525. 금호스포츠센터앞,7154,2025-06-01,2026-06-30,0.15683533687447582,0.27564998602180596,0.3262510483645513,0.18842605535364831,성동구,서울특별시 성동구 금호로 30 독서당 인문아카데미센터,37.54608917,127.02507019,2018-10-24 00:00:00,15.0,LCD,395,18.11139240506329,1.2074261603375527,2,3,3,5,2,15,2.8,검토,3
3110,3110.홍은 현대아이파크 아파트 202동 앞,8066,2025-06-01,2026-06-30,0.19873543268038682,0.2599801636498884,0.29518968509794197,0.18819737168361023,서대문구,홍은동 202-6,37.58928299,126.93694305,2020-04-09 00:00:00,15.0,QR,395,20.42025316455696,1.361350210970464,2,4,2,5,2,15,2.8,검토,3
748,748. 목동운동장,7848,2025-06-01,2026-06-30,0.09403669724770643,0.3929663608562691,0.3152395514780836,0.08664627930682976,양천구,서울특별시 양천구 안양천로 939,37.53025055,126.87930298,2017-11-01 16:00:00,15.0,LCD,395,19.868354430379746,1.3245569620253164,2,1,5,5,2,15,2.8,검토,2
2917,2917.신창중학교 후문 맞은편 버스정류장,12902,2025-06-01,2026-06-30,0.16129282281816773,0.21841574949620213,0.26569524104789954,0.18105720043404122,노원구,서울특별시 노원구 월계동 855-26,37.62807083,127.04692078,2020-03-30 00:00:00,10.0,QR,395,32.663291139240506,3.2663291139240505,3,3,1,4,4,15,2.8,검토,3
2539,2539.대한무역투자진흥공사 KOTRA 앞,14084,2025-06-01,2026-06-30,0.05410394774211871,0.48736154501562057,0.062482249360976995,0.03997443907980687,서초구,서초구 헌릉로 13,37.46540833,127.04377747,2020-02-19 00:00:00,20.0,QR,395,35.655696202531644,1.7827848101265822,4,1,5,1,2,13,2.8,검토,2
5341,5341.공릉동효성아파트 앞,12728,2025-06-01,2026-06-30,0.18478944060339408,0.2065524827152734,0.2728629792583281,0.21598051539912005,노원구,노원구 공릉로34길 45,37.62356186,127.08138275,2025-04-04 00:00:00,10.0,QR,395,32.22278481012658,3.2222784810126583,3,3,1,4,4,15,2.8,검토,3
2038,2038. 동작역 7번출구,6951,2025-06-01,2026-06-30,0.11379657603222558,0.33247014818011794,0.3323262839879154,0.21148036253776434,동작구,서울특별시 동작구 현충로 지하 220,37.50318146,126.97608948,2017-05-12 11:08:14,10.0,LCD,395,17.59746835443038,1.759746835443038,2,2,4,5,2,15,2.8,검토,3
810,810. 이태원지하보도,7230,2025-06-01,2026-06-30,0.11645919778699862,0.32378976486860306,0.30940525587828493,0.2557399723374827,용산구,서울특별시 용산구 용산동2가 5-1812 이태원지하보도,37.53841019,126.98664856,2016-06-29 12:00:00,10.0,LCD,395,18.303797468354432,1.8303797468354432,2,2,4,5,2,15,2.8,검토,3
919,919. 서울혁신파크,6218,2025-06-01,2026-06-30,0.12769379221614668,0.3136056609842393,0.3018655516243165,0.194274686394339,은평구,서울특별시 은평구 녹번동 15-2 서울혁신파크,37.60702515,126.93331146,2016-09-02 11:00:00,10.0,LCD,395,15.741772151898735,1.5741772151898734,2,2,4,5,2,15,2.8,검토,3
4809,"4809. 동성1,2차 아파트 앞",12197,2025-06-01,2026-06-30,0.14757727309994262,0.25309502336640155,0.2726080183651718,0.25621054357628925,중랑구,서울특별시 중랑구 신내로 126 동성아파트,37.61022568,127.09628296,2021-02-15 00:00:00,8.0,QR,395,30.878481012658227,3.8598101265822784,3,2,2,4,4,15,2.8,검토,3
4637,4637. 용산시티파크 101동 앞,5789,2025-06-01,2026-06-30,0.15287614441181552,0.2762135083779582,0.31421661772326825,0.18103299360856798,용산구,서울특별시 용산구 한강로3가 64,37.52468109,126.96819305,2022-06-09 00:00:00,10.0,QR,395,14.655696202531646,1.4655696202531645,2,3,3,5,2,15,2.8,검토,3
4941,4941.압구정로 11길,5034,2025-08-19,2026-06-30,0.07965832340087406,0.355383392928089,0.3690901867302344,0.22169249106078665,강남구,강남구 압구정로11길 17 미성아파트,37.52594757,127.02082825,2025-08-19 00:00:00,10.0,QR,316,15.930379746835444,1.5930379746835444,2,1,5,5,2,15,2.8,검토,3
863,863.이촌역2번 출구,6274,2025-06-01,2026-06-30,0.102327064073956,0.3673892253745617,0.358144724258846,0.04670066942939114,용산구,서울특별시 용산구 용산동5가 17,37.52177048,126.977005,2020-04-07 00:00:00,10.0,QR,395,15.883544303797468,1.5883544303797468,2,1,5,5,2,15,2.8,검토,3
869,869.노들섬 동측 앞,5662,2025-06-01,2026-06-30,0.08318615330271989,0.4085128929706817,0.4033910279053338,0.2041681384669728,용산구,서울특별시 용산구 이촌동 303-8,37.51729584,126.95914459,2020-04-03 00:00:00,10.0,QR,395,14.334177215189873,1.4334177215189874,2,1,5,5,2,15,2.8,검토,3
1696,1696.수락리버시티4단지,6777,2025-06-01,2026-06-30,0.24332300427917958,0.23919138261767744,0.2962962962962963,0.14121292607348385,노원구,서울특별시 노원구 누원로 18 수락리버시티4단지,37.68645096,127.05283356,2020-03-21 00:00:00,10.0,QR,395,17.156962025316457,1.7156962025316456,2,4,2,5,2,15,2.8,검토,0
3643,3643. 더시그넘하우스 앞,8479,2025-06-01,2026-06-30,0.18646066753154852,0.2657152966151669,0.20132091048472697,0.09989385540747729,강남구,자곡로 174-14,37.47267914,127.10375977,2021-07-13 00:00:00,5.0,QR,395,21.465822784810126,4.293164556962025,2,3,3,1,4,13,2.8,검토,0
828,828. 숙대입구역 8번,10703,2025-06-01,2026-06-30,0.09679529103989536,0.29290853031860226,0.2708586377651126,0.2858077174623937,용산구,서울특별시 용산구 한강대로 289 숙대입구역 8번,37.54407883,126.97200012,2017-11-28 11:57:13,7.0,LCD,395,27.09620253164557,3.8708860759493673,3,1,3,4,4,15,2.8,검토,3
5099,5099. LG사이언스파크 E7동,21199,2025-06-01,2026-06-30,0.041605736119628284,0.582480305674796,0.050332562856738525,0.05137034765790839,강서구,마곡동 770-1,37.56153488,126.8319397,2023-08-25 00:00:00,40.0,QR,395,53.66835443037974,1.3417088607594936,4,1,5,1,2,13,2.8,검토,2
840,840. 용산 파크타워 앞,5800,2025-06-01,2026-06-30,0.1743103448275862,0.28172413793103446,0.3074137931034483,0.15758620689655173,용산구,서울특별시 용산구 서빙고로 67 용산 파크타워 앞,37.52365112,126.97026825,2018-10-14 00:00:00,10.0,LCD,395,14.683544303797468,1.4683544303797469,2,3,3,5,2,15,2.8,검토,3
299,299.여의도 순복음교회,6444,2025-06-01,2026-06-30,0.05648665425201738,0.41123525760397267,0.468032278088144,0.2191185599006828,영등포구,영등포구 여의도동 8,37.53179169,126.92245483,2020-03-06 00:00:00,10.0,QR,395,16.313924050632913,1.6313924050632913,2,1,5,5,2,15,2.8,검토,3
3761,3761. 나이아가라관광호텔,7020,2025-06-01,2026-06-30,0.21153846153846154,0.25213675213675213,0.28390313390313393,0.19301994301994302,강서구,양천로743,37.5490303,126.87836456,2020-11-11 00:00:00,10.0,QR,395,17.772151898734176,1.7772151898734176,2,4,2,5,2,15,2.8,검토,0
