대여소번호,대여소명,전체이용건수,최초관측일,최종관측일,출근시간비중,퇴근시간비중,주말비중,심야비중,자치구,상세주소,위도,경도,설치일,거치대수,운영방식,관측일수,일평균이용건수,거치대당일평균이용건수,일평균이용건수점수,출근시간비중점수,퇴근시간비중점수,주말비중점수,거치대당일평균이용건수점수,동일가중치점수,집중운영점수,우선관리등급,군집
1267,1267. 올림픽공원 남2문 앞,16131,2025-06-01,2026-06-30,0.1791581427065898,0.2785320190936706,0.3266381501456822,0.17543859649122806,송파구,서울특별시 송파구 올림픽로 424,37.51424026,127.12306976,2017-11-01 16:00:00,14.0,QR,395,40.8379746835443,2.916998191681736,4,3,3,5,3,18,3.4,검토,3
4090,4090. 녹천교 앞 사거리,14541,2025-06-01,2026-06-30,0.17385324255553264,0.2781789423010797,0.2927584072622241,0.1979918850147858,도봉구,창동36(녹천교앞사거리 17단지쪽),37.64564514,127.05459595,2022-11-30 00:00:00,15.0,QR,395,36.812658227848104,2.4541772151898735,4,3,3,5,3,18,3.4,검토,3
4852,4852. 서울복합물류 게이트 1,20260,2025-06-01,2026-06-30,0.14387956564659427,0.33711747285291216,0.2085883514313919,0.3236426456071076,송파구,장지동 662,37.47600174,127.12310028,2021-01-05 00:00:00,10.0,QR,395,51.29113924050633,5.129113924050634,4,2,4,1,5,16,3.4,검토,3
1174,1174. 강서구청사거리(부민병원),21059,2025-06-01,2026-06-30,0.3167291894202004,0.1916045396267629,0.1916045396267629,0.11671969229308134,강서구,강서구 공항대로 395 ,37.55661392,126.85116577,2018-10-04 00:00:00,9.0,LCD,395,53.31392405063291,5.923769338959213,4,5,1,1,5,16,3.4,검토,0
3984,3984. 가산롯데아이티캐슬,15048,2025-06-01,2026-06-30,0.08545986177565125,0.5689128123338649,0.11310473152578415,0.12878787878787878,금천구,금천구 가산디지털2로 98,37.47636795,126.88083649,2021-11-09 00:00:00,5.0,QR,395,38.09620253164557,7.619240506329113,4,1,5,1,5,16,3.4,검토,2
615,615. 용두동 래미안허브리츠아파트 앞,25735,2025-06-01,2026-06-30,0.16646590246745677,0.28222265397318824,0.25304060617835633,0.17450942296483388,동대문구,서울특별시 동대문구 용두동 696-13 용두동 레미안허브리츠아파트 앞,37.57638168,127.03511047,2016-06-29 12:00:00,25.0,QR,395,65.15189873417721,2.606075949367088,5,3,3,3,3,17,3.4,검토,3
4464,4464. 올림픽공원 북2문 A,15033,2025-06-01,2026-06-30,0.10882724672387414,0.34876604802767247,0.31683629348766046,0.21007117674449544,송파구,방이동88-16,37.52357483,127.12804413,2020-12-23 00:00:00,15.0,QR,395,38.05822784810127,2.5372151898734177,4,1,5,5,3,18,3.4,검토,3
719,719. 홍익병원앞 교차로,18375,2025-06-01,2026-06-30,0.23923809523809525,0.2438095238095238,0.24282993197278913,0.19738775510204082,양천구,서울특별시 양천구 등촌로 2,37.5303688,126.86425781,2016-07-06 12:00:00,10.0,LCD,395,46.51898734177215,4.651898734177215,4,4,2,3,4,17,3.3999999999999995,검토,0
3215,3215.강변삼성래미안,20525,2025-06-01,2026-06-30,0.3523020706455542,0.19444579780755178,0.24628501827040195,0.07912302070645554,영등포구,영등포구 버드나루로 130,37.52974319,126.90782928,2020-03-05 00:00:00,15.0,QR,395,51.962025316455694,3.464135021097046,4,5,1,3,4,17,3.3999999999999995,검토,0
1974,1974. 신도림2차e편한세상아파트 203동 앞,13961,2025-06-01,2026-06-30,0.2139531552181076,0.24360719146192966,0.255927225843421,0.19203495451615213,구로구,서울특별시 구로구 신도림로 16,37.50518036,126.88253784,2017-11-13 09:52:30,10.0,LCD,395,35.344303797468356,3.5344303797468357,4,4,2,3,4,17,3.3999999999999995,검토,0
1738,1738. 창동주공17단지 상가앞,17785,2025-06-01,2026-06-30,0.21236997469777902,0.26499859432105705,0.2509418048917627,0.15355636772561146,도봉구,서울특별시 도봉구 덕릉로 404 창동주공17단지 상가앞,37.6463089,127.052742,2018-12-14 00:00:00,10.0,LCD,395,45.0253164556962,4.50253164556962,4,4,2,3,4,17,3.3999999999999995,검토,0
3506,3506. 영동대교 북단,17608,2025-06-01,2026-06-30,0.14896637891867334,0.283905043162199,0.24994320763289413,0.22404588823262153,광진구,서울특별시 광진구 자양동 203-22 영동대교 북단,37.53701401,127.06109619,2017-11-01 16:00:00,10.0,LCD,395,44.57721518987342,4.457721518987342,4,3,3,3,4,17,3.3999999999999995,검토,3
4091,4091. 방학역2번출구,18884,2025-06-01,2026-06-30,0.12026053802160559,0.3022135140859987,0.24835839864435502,0.23527854268163526,도봉구,방학동719-2,37.66922379,127.04441833,2022-11-29 00:00:00,10.0,QR,395,47.80759493670886,4.780759493670886,4,2,4,3,4,17,3.3999999999999995,검토,3
1960,1960. 구로거리공원 동측(신도림역 방면),14123,2025-06-01,2026-06-30,0.2638957728527933,0.23047511152021524,0.24782270055937125,0.2508673794519578,구로구,서울특별시 구로구 공원로 68,37.50284958,126.88948059,2017-11-13 09:36:00,10.0,LCD,395,35.754430379746836,3.5754430379746838,4,5,1,3,4,17,3.3999999999999995,검토,0
4207,4207. 아만티호텔 앞,17141,2025-06-01,2026-06-30,0.0868677440056006,0.3469459191412403,0.2555276821655679,0.244209789393851,마포구,마포구 서교동 445-7,37.5573082,126.91885376,2020-12-03 00:00:00,10.0,QR,395,43.39493670886076,4.3394936708860765,4,1,5,3,4,17,3.3999999999999995,검토,3
657,657. 동대문롯데캐슬아파트 앞,19439,2025-06-01,2026-06-30,0.2900869386285303,0.204022840681105,0.24425124749215493,0.15808426359380626,동대문구,서울특별시 동대문구 전농동 695-5,37.57573318,127.04847717,2018-10-22 00:00:00,13.0,LCD,395,49.2126582278481,3.785589094449854,4,5,1,3,4,17,3.3999999999999995,검토,0
1204,1204. 거여역 3번출구,16652,2025-06-01,2026-06-30,0.12695171751141004,0.3175594523180399,0.24495556089358636,0.24591640643766516,송파구,서울특별시 송파구 오금로 지하 499,37.49334335,127.14472961,2017-06-28 17:16:56,10.0,LCD,395,42.15696202531645,4.215696202531645,4,2,4,3,4,17,3.3999999999999995,검토,3
2110,2110. 조원동 미성아파트,15916,2025-06-01,2026-06-30,0.13822568484543854,0.30893440562955515,0.25565468710731337,0.30503895451118374,관악구,서울특별시 관악구 시흥대로 560,37.48319244,126.90203094,2017-08-21 10:40:28,9.0,LCD,395,40.29367088607595,4.477074542897328,4,2,4,3,4,17,3.3999999999999995,검토,3
104,104. 합정역 1번출구 앞,17065,2025-06-01,2026-06-30,0.09311456196894229,0.3435687078816291,0.2579548784060943,0.19841781423967184,마포구,서울특별시 마포구 양화로 59,37.55062866,126.91498566,2015-09-06 23:44:31,13.0,QR,395,43.20253164556962,3.323271665043817,4,1,5,3,4,17,3.3999999999999995,검토,3
1380,1380.월곡역 5번출구 앞,18274,2025-06-01,2026-06-30,0.18600197001203897,0.2694538688847543,0.251067089854438,0.19798620991572727,성북구,서울특별시 성북구 하월곡동 96-248,37.60108566,127.04123688,2020-03-30 00:00:00,10.0,QR,395,46.26329113924051,4.626329113924051,4,3,3,3,4,17,3.3999999999999995,검토,3
3907,3907. 신도림7차e편한세상아파트 806동 앞,15572,2025-06-01,2026-06-30,0.24691754431030055,0.20671718469047007,0.2513485743642435,0.16356280503467763,구로구,서울 구로구 신도림동 385-3,37.50862503,126.88353729,2021-06-07 00:00:00,10.0,QR,395,39.42278481012658,3.942278481012658,4,5,1,3,4,17,3.3999999999999995,검토,0
4465,4465. 건영아파트앞 사거리,18466,2025-06-01,2026-06-30,0.16078197768872524,0.29053395429437884,0.24320372576627314,0.2404418932091411,송파구,문정동 72,37.48245621,127.12460327,2021-01-05 00:00:00,10.0,QR,395,46.74936708860759,4.674936708860759,4,3,3,3,4,17,3.3999999999999995,검토,3
818,818. 숙명여대 입구 교차로,14942,2025-06-01,2026-06-30,0.203386427519743,0.23450675946995048,0.2555882746620265,0.22741266229420426,용산구,서울특별시 용산구 청파로47길 100 숙명여대 입구 교차로,37.54489517,126.96938324,2016-07-06 12:00:00,12.0,QR,395,37.82784810126582,3.1523206751054853,4,4,2,3,4,17,3.3999999999999995,검토,3
1128,1128. 화곡역 6번출구,17611,2025-06-01,2026-06-30,0.1837487933677815,0.2862415535744705,0.2437113167906422,0.2303673840213503,강서구,서울특별시 강서구 화곡로 지하 168,37.54141235,126.84022522,2017-06-20 10:27:46,10.0,LCD,395,44.584810126582276,4.458481012658227,4,3,3,3,4,17,3.3999999999999995,검토,3
4953,4953. 세양청마루아파트 앞,17497,2025-06-01,2026-06-30,0.2095216322798194,0.24627078927816198,0.24569926273075385,0.19614791107046922,강동구,강동구 천호대로 1162,37.53346634,127.14050293,2023-07-13 00:00:00,10.0,QR,395,44.29620253164557,4.429620253164557,4,4,2,3,4,17,3.3999999999999995,검토,0
256,256. 동아에코빌입구,16364,2025-06-01,2026-06-30,0.22360058665362992,0.23191151307748717,0.2594720117330726,0.2099120019555121,영등포구,서울특별시 영등포구 도림동 159-70,37.50947571,126.89929962,2016-06-29 12:00:00,10.0,LCD,395,41.42784810126582,4.1427848101265825,4,4,2,3,4,17,3.3999999999999995,검토,0
2211,2211. 서초구립반포도서관 앞,16040,2025-06-01,2026-06-30,0.12443890274314215,0.33734413965087284,0.252930174563591,0.19351620947630924,서초구,서울특별시 서초구 고무래로 34,37.50263596,127.01231384,2017-06-27 15:27:11,10.0,LCD,395,40.607594936708864,4.060759493670886,4,2,4,3,4,17,3.3999999999999995,검토,3
252,252. 보라매역4번출구,17184,2025-06-01,2026-06-30,0.14647346368715083,0.3091829608938548,0.24167830540037244,0.24179469273743018,영등포구,서울특별시 영등포구 신길동4884,37.49982834,126.91994476,2016-06-29 12:00:00,10.0,QR,395,43.50379746835443,4.350379746835443,4,2,4,3,4,17,3.3999999999999995,검토,3
4526,4526. 목동아파트2단지 222동 앞,16637,2025-06-01,2026-06-30,0.33040812646510787,0.19390515116908097,0.2552142814209293,0.1267055358538198,양천구,양천구 목동중앙로 125건너편,37.53968811,126.87498474,2021-04-06 00:00:00,10.0,QR,395,42.118987341772154,4.211898734177216,4,5,1,3,4,17,3.3999999999999995,검토,0
2540,2540.반포천 앞,12790,2025-06-01,2026-06-30,0.16458170445660672,0.3134480062548866,0.2305707584050039,0.16293979671618453,서초구,서초구 사평대로 108 ,37.49905014,126.99625397,2020-02-21 00:00:00,10.0,QR,395,32.379746835443036,3.2379746835443037,3,3,4,2,4,16,3.3500000000000005,검토,3
2359,"2359. 국립국악중,고교 정문 맞은편",13005,2025-06-01,2026-06-30,0.2617454825067282,0.24075355632449058,0.21499423298731257,0.13894655901576317,강남구,서울특별시 강남구 논현로10길 29,37.47560501,127.05037689,2017-08-21 15:00:13,10.0,LCD,395,32.924050632911396,3.2924050632911395,3,5,2,2,4,16,3.3500000000000005,검토,0
4873,4873. 개롱역사거리 2번 출구,12773,2025-06-01,2026-06-30,0.182181163391529,0.2975025444296563,0.24011586941204102,0.20872152196038518,송파구,송파구 오금동 166,37.49827194,127.13486481,2021-08-24 00:00:00,7.0,QR,395,32.336708860759494,4.619529837251356,3,3,4,2,4,16,3.3500000000000005,검토,3
1941,1941. 오류동역 2번출구,12450,2025-06-01,2026-06-30,0.22931726907630523,0.2859437751004016,0.23012048192771084,0.19582329317269076,구로구,서울특별시 구로구 서해안로 2340-10,37.49367142,126.84370422,2017-06-22 13:34:53,10.0,LCD,395,31.518987341772153,3.151898734177215,3,4,3,2,4,16,3.3500000000000005,검토,0
6188,6188.금호아파트,7874,2025-11-13,2026-06-30,0.18681737363474726,0.30416560833121664,0.2284734569469139,0.12915925831851663,강서구,강서구 양천로 595 염창금호타운아파트,37.55619049,126.86463928,2025-11-13 00:00:00,10.0,QR,230,34.23478260869565,3.4234782608695653,3,3,4,2,4,16,3.3500000000000005,검토,0
2542,2542.신논현타워 앞,13520,2025-06-01,2026-06-30,0.13217455621301774,0.3447485207100592,0.24016272189349114,0.20747041420118342,서초구,서초구 강남대로 479,37.50508881,127.02391052,2020-02-14 00:00:00,10.0,QR,395,34.22784810126582,3.422784810126582,3,2,5,2,4,16,3.3500000000000005,검토,3
665,665.이문동 쌍용아파트 정문,9226,2025-06-01,2026-06-30,0.25785822675048775,0.24430955993930198,0.28083676566225885,0.1518534576197702,동대문구,서울특별시 동대문구 한천로58길 47 쌍용아파트,37.59960556,127.06864166,2020-04-19 00:00:00,11.0,QR,395,23.356962025316456,2.1233601841196776,3,5,2,4,3,17,3.35,검토,0
5053,5053. 신마곡벽산블루밍메트로오피스텔앞,20643,2025-06-01,2026-06-30,0.2515138303541152,0.2476384246475803,0.2369810589546093,0.1342828077314344,강서구,강서구 방화동 904,37.57108688,126.80754089,2021-07-21 00:00:00,25.0,QR,395,52.26075949367089,2.0904303797468358,4,5,2,2,3,16,3.35,검토,0
1825,1825. 한신아파트 앞 육교 아래,6637,2025-06-01,2026-06-30,0.24875696850986892,0.30992918487268345,0.25161970769926173,0.14012354979659486,금천구,서울특별시 금천구 금하로1길 70,37.45470047,126.89105225,2017-05-08 16:00:54,10.0,QR,395,16.80253164556962,1.6802531645569618,2,5,4,3,2,16,3.35,검토,0
237,237. 보라매 두산위브 건너편,21058,2025-06-01,2026-06-30,0.24916896191471175,0.25724190331465474,0.23563491309716023,0.1653053471364802,동작구,동작구 여의대방로 74,37.49651337,126.91480255,2016-06-29 12:00:00,20.0,QR,395,53.311392405063295,2.665569620253165,4,5,2,2,3,16,3.35,검토,0
2306,2306. 압구정역 2번 출구 옆,21115,2025-06-01,2026-06-30,0.13686952403504618,0.35538716552214067,0.2361354487331281,0.1793038124556003,강남구,서울특별시 강남구 압구정로 지하 172,37.5271225,127.02871704,2017-06-13 10:38:57,26.0,LCD,395,53.45569620253165,2.0559883154819865,4,2,5,2,3,16,3.35,검토,3
4390,4390. 신답역 1번출구,5732,2025-06-01,2026-06-30,0.19330076762037685,0.4021284019539428,0.16974877878576414,0.10659455687369156,성동구,성동구 용답동 128-3,37.57045364,127.04694366,2023-04-07 00:00:00,5.0,QR,395,14.51139240506329,2.902278481012658,2,4,5,1,3,15,3.35,검토,2
2250,2250. 서초유치원 맞은편,9081,2025-06-01,2026-06-30,0.19072789340381016,0.2728774364056822,0.2689131152956723,0.13687919832617554,서초구,서울특별시 서초구 양재대로2길 74,37.4557991,127.01628876,2017-06-22 13:57:28,10.0,LCD,395,22.98987341772152,2.298987341772152,3,4,3,4,3,17,3.35,검토,0
2221,2221. 방일초교 마을버스 정류장,12727,2025-06-01,2026-06-30,0.125481260312721,0.34603598648542466,0.26117702522196906,0.1676750216076059,서초구,서울특별시 서초구 방배로 110,37.48561096,126.99468231,2017-06-01 10:22:24,15.0,LCD,395,32.220253164556965,2.148016877637131,3,2,5,4,3,17,3.35,검토,3
2170,2170. 조원동 강남힐병원,9463,2025-06-01,2026-06-30,0.2772904998414879,0.23142766564514425,0.2609109161999366,0.17890732325900877,관악구,서울특별시 관악구 남부순환로 1451,37.48152924,126.91203308,2017-11-28 10:24:01,10.0,LCD,395,23.956962025316457,2.3956962025316457,3,5,2,4,3,17,3.35,검토,0
5098,5098. LG사이언스파크 W4동,12338,2025-06-01,2026-06-30,0.42146214945696225,0.3053169071162263,0.0678391959798995,0.048143945534122226,강서구,마곡동 770-1,37.56403732,126.82978821,2023-08-25 00:00:00,20.0,QR,395,31.235443037974683,1.5617721518987342,3,5,4,1,2,15,3.35,검토,0
4320,4320. 비석공원,10056,2025-06-01,2026-06-30,0.13564041368337312,0.3654534606205251,0.27396579156722356,0.14826968973747018,서초구,서울 서초구 논현로27길 57,37.47901154,127.04144287,2020-12-14 00:00:00,11.0,QR,395,25.458227848101266,2.314384349827388,3,2,5,4,3,17,3.35,검토,3
800,800. 목월공원 앞,12747,2025-06-01,2026-06-30,0.2330744488899349,0.2954420647995607,0.26735702518239585,0.13195261630187496,용산구,서울특별시 용산구 원효로4가 109-10 목월공원 앞,37.53243256,126.95474243,2016-06-29 12:00:00,15.0,LCD,395,32.27088607594937,2.1513924050632913,3,4,3,4,3,17,3.35,검토,0
1246,1246. 문정 법조단지10,22990,2025-06-01,2026-06-30,0.14619399739016964,0.4207481513701609,0.21331013484123532,0.0941278816876903,송파구,서울특별시 송파구 송파대로 지하 82,37.47750854,127.12632751,2017-06-27 13:58:32,30.0,LCD,395,58.20253164556962,1.940084388185654,5,2,5,2,2,16,3.35,검토,2
201,201. 진미파라곤 앞,17858,2025-06-01,2026-06-30,0.11485048717661553,0.4138761339455706,0.23418075932355248,0.11373054093403516,영등포구,서울특별시 영등포구 국회대로76길 10,37.53123856,126.92133331,2015-09-11 21:17:19,15.0,QR,395,45.210126582278484,3.0140084388185655,4,2,5,2,3,16,3.35,검토,2
5506,5506. 월드컵참누리아파트,10353,2025-06-01,2026-06-30,0.27344730995846617,0.23606684052931518,0.26175987636433884,0.14237419105573262,마포구,마포구 월드컵북로38길 54,37.57212448,126.90597534,2023-07-10 00:00:00,10.0,QR,395,26.21012658227848,2.621012658227848,3,5,2,4,3,17,3.35,검토,0
2651,2651.경찰병원역 3번출구 앞,16254,2025-06-01,2026-06-30,0.23791066814322628,0.2684877568598499,0.2228989787129322,0.17983265657684264,송파구,송파구 가락동 123,37.49612427,127.12480164,2020-01-20 00:00:00,20.0,QR,395,41.1493670886076,2.05746835443038,4,4,3,2,3,16,3.35,검토,0
2531,2531.멤피스아파트 앞,20875,2025-06-01,2026-06-30,0.1871137724550898,0.3195688622754491,0.21920958083832334,0.13619161676646707,서초구,서초구 방배로 245,37.49420547,126.98935699,2020-02-23 00:00:00,20.0,QR,395,52.848101265822784,2.642405063291139,4,3,4,2,3,16,3.35,검토,2
4674,4674. 녹번역e편한세상 캐슬 정문 앞,11594,2025-06-01,2026-06-30,0.17241676729342764,0.29722270139727447,0.2753148180093152,0.2227876487838537,은평구,은평로220,37.60034561,126.93148041,2021-03-18 00:00:00,10.0,QR,395,29.351898734177215,2.9351898734177215,3,3,4,4,3,17,3.35,검토,3
4644,4644.서울특별시교육청 앞,838,2026-05-29,2026-06-30,0.17422434367541767,0.25894988066825775,0.30668257756563244,0.2052505966587112,용산구,용산구 두텁바위로 27,37.54584122,126.97671509,2026-05-29 00:00:00,5.0,QR,33,25.393939393939394,5.078787878787879,3,3,2,5,5,18,3.35,검토,3
1001,1001. 광진교 남단 사거리(천호공원 방면),18948,2025-06-01,2026-06-30,0.11689888114840616,0.2936457673633101,0.30731475617479415,0.2431391175849694,강동구,서울특별시 강동구 구천면로 171,37.54179382,127.12474823,2017-04-19 10:11:51,15.0,LCD,395,47.96962025316456,3.1979746835443037,4,2,3,5,4,18,3.3499999999999996,검토,3
1630,1630. 수연빌딩 앞,13884,2025-06-01,2026-06-30,0.09622587150677038,0.3092048401037165,0.2929271103428407,0.2929271103428407,노원구,서울특별시 노원구 동일로 지하 1662 노원구 상계동 1132-9,37.67625046,127.05550385,2017-06-21 00:00:00,10.0,QR,395,35.1493670886076,3.51493670886076,4,1,4,5,4,18,3.3499999999999996,검토,3
701,701. 목동사거리 부근,20756,2025-06-01,2026-06-30,0.24012333783002504,0.22089998072846406,0.25510695702447483,0.2087589130853729,양천구,서울특별시 양천구 목동 813,37.53280258,126.86392975,2016-06-29 12:00:00,8.0,LCD,395,52.54683544303798,6.568354430379747,4,4,1,3,5,17,3.3499999999999996,검토,0
1306,1306. 한성대입구역2번출구,15770,2025-06-01,2026-06-30,0.09892200380469246,0.2982244768547876,0.29714648065948,0.27260621433100823,성북구,서울특별시 성북구 동소문로 2 성북구 동소문동2가 2-3,37.58844757,127.00670624,2017-06-22 10:24:21,10.0,QR,395,39.924050632911396,3.9924050632911396,4,1,4,5,4,18,3.3499999999999996,검토,3
279,279. 영등포 푸르지오 아파트 B,26944,2025-06-01,2026-06-30,0.17562351543942992,0.26273010688836107,0.25111342042755347,0.23775237529691212,영등포구,서울특별시 영등포구 도신로29길 28,37.51322937,126.90446471999999,2017-12-22 14:36:29,15.0,QR,395,68.2126582278481,4.547510548523206,5,3,2,3,4,17,3.3499999999999996,검토,3
431,431. 청계천 영도교,42101,2025-06-01,2026-06-30,0.17267998384836464,0.2442934847153274,0.24624118191966937,0.2319897389610698,중구,서울특별시 중구 청계천로 400 롯데캐슬베네치아,37.5710144,127.01974487,2018-10-23 00:00:00,25.0,QR,395,106.58481012658228,4.263392405063291,5,3,2,3,4,17,3.3499999999999996,검토,1
314,314. 국립현대미술관,14738,2025-06-01,2026-06-30,0.08651105984529787,0.33233817342923055,0.29698737956303434,0.05339937576333288,종로구,서울특별시 종로구 삼청로 30 국립현대미술관 서울관,37.5797081,126.98085785,2015-10-07 12:13:37,10.0,QR,395,37.311392405063295,3.7311392405063293,4,1,4,5,4,18,3.3499999999999996,검토,2
1640,1640. 한내근린공원 북측,15016,2025-06-01,2026-06-30,0.14577783697389451,0.2824320724560469,0.31679541822056473,0.1875332978156633,노원구,서울특별시 노원구 마들로 86 한내근린공원 북측,37.62386322,127.06848907,2017-08-30 12:59:22,9.0,QR,395,38.01518987341772,4.223909985935302,4,2,3,5,4,18,3.3499999999999996,검토,3
2909,2909. 석계역 3번 출구,17736,2025-06-01,2026-06-30,0.1403360396932792,0.2937528191249436,0.28456247180875055,0.24351601262967976,노원구,서울특별시 노원구 화랑로 351-2 구두수선대196,37.61545944,127.06745148,2020-03-25 00:00:00,13.0,QR,395,44.90126582278481,3.4539435248296004,4,2,3,5,4,18,3.3499999999999996,검토,3
1667,1667. 중계중학교,21781,2025-06-01,2026-06-30,0.18754878104770212,0.2473715623708737,0.2508149304439649,0.1963178917405078,노원구,서울특별시 노원구 덕릉로76길 23 중계중학교,37.65449905,127.0743866,2017-11-28 11:18:58,10.0,LCD,395,55.141772151898735,5.514177215189873,4,3,2,3,5,17,3.3499999999999996,검토,3
4222,4222. 서울디자인고등학교 앞,15492,2025-06-01,2026-06-30,0.14626904208623806,0.2953782597469662,0.25684224115672605,0.22876323263619933,마포구,마포구 염리동 160-68 (동도중학교.서울디자인고등학교 버스정류장에서 공덕방향으로의 보도블럭 공간) (매장 '호계식' 앞),37.54568481,126.94676971,2021-10-26 00:00:00,5.0,QR,395,39.220253164556965,7.844050632911393,4,2,3,3,5,17,3.3499999999999996,검토,3
176,176. 명지대학교 도서관,20627,2025-06-01,2026-06-30,0.19169050273912833,0.21767586173461967,0.25379357153245746,0.20419838076307753,서대문구,서울특별시 서대문구 거북골로 34,37.58109665,126.92402649,2017-04-24 14:15:54,10.0,LCD,395,52.220253164556965,5.222025316455697,4,4,1,3,5,17,3.3499999999999996,검토,0
1338,1338. 용문2교 옆,24088,2025-06-01,2026-06-30,0.17465127864496846,0.25211723679840586,0.25112089006974425,0.23364330787113916,성북구,서울특별시 성북구 인촌로7길 24 용문2교 옆,37.5868988,127.02075195,2017-11-13 09:19:14,15.0,LCD,395,60.982278481012656,4.065485232067511,5,3,2,3,4,17,3.3499999999999996,검토,3
1689,1689. 마들역 3번출구,20446,2025-06-01,2026-06-30,0.14609214516286803,0.2822556979360266,0.25335028856500047,0.2037073266164531,노원구,서울특별시 노원구 동일로 지하 1530-1 마들역 3번출구,37.66524887,127.05789185,2018-11-02 00:00:00,10.0,QR,395,51.7620253164557,5.17620253164557,4,2,3,3,5,17,3.3499999999999996,검토,3
1737,1737. 신창시장,21538,2025-06-01,2026-06-30,0.18218961834896463,0.25717336800074286,0.25889126195561335,0.17336800074287306,도봉구,서울특별시 도봉구 덕릉로 249 하나은행 (창동점),37.63970184,127.03883362,2018-10-27 00:00:00,10.0,LCD,395,54.526582278481015,5.452658227848102,4,3,2,3,5,17,3.3499999999999996,검토,0
2413,2413.도곡역 1번 출구,14580,2025-06-01,2026-06-30,0.16056241426611798,0.3216049382716049,0.27757201646090535,0.17887517146776405,강남구,남부순환로 2814,37.49095917,127.05498505,2020-02-18 00:00:00,20.0,QR,395,36.91139240506329,1.8455696202531644,4,3,4,4,2,17,3.3499999999999996,검토,3
3905,3905. 희훈타워빌 앞,23062,2025-06-01,2026-06-30,0.22747376636891856,0.22790738010580175,0.2433006677651548,0.1739224698638453,구로구,서울 구로구 구로동 50,37.50191498,126.88924408,2020-11-02 00:00:00,15.0,QR,395,58.38481012658228,3.8923206751054855,5,4,1,3,4,17,3.3499999999999996,검토,0
4028,4028. 한일유앤아이아파트 105동 인근,14815,2025-06-01,2026-06-30,0.1897401282483969,0.2598042524468444,0.2922713466081674,0.20715491056361796,노원구,서울특별시 노원구 노원구 상계동 197-38,37.65351868,127.07130432,2021-03-04 00:00:00,10.0,QR,395,37.50632911392405,3.7506329113924055,4,3,2,5,4,18,3.3499999999999996,검토,3
1824,1824. 독산근린공원 입구,18601,2025-06-01,2026-06-30,0.2700392452018709,0.2562227837213053,0.27783452502553624,0.17622708456534594,금천구,서울특별시 금천구 독산동 ,37.46455002,126.88372803,2017-05-08 15:58:43,25.0,LCD,395,47.09113924050633,1.8836455696202532,4,5,2,4,2,17,3.3499999999999996,검토,0
1681,1681. 현대6차 아파트,17034,2025-06-01,2026-06-30,0.18369144064811554,0.25014676529294355,0.29259128801221085,0.15627568392626512,노원구,서울특별시 노원구 중계로8길 20 현대6차 아파트,37.64580154,127.08226013,2018-03-15 14:21:03,12.0,LCD,395,43.12405063291139,3.5936708860759494,4,3,2,5,4,18,3.3499999999999996,검토,0
3421,3421.혜화역 1번출구,21698,2025-06-01,2026-06-30,0.11171536547147203,0.2869849755737856,0.24564475988570375,0.26855009678311365,종로구,서울특별시 종로구 대학로 144 중원빌딩,37.58385468,127.00185394,2020-02-04 00:00:00,10.0,QR,395,54.93164556962025,5.493164556962025,4,2,3,3,5,17,3.3499999999999996,검토,3
4020,4020. 중계동 성모빌딩 앞 ,18806,2025-06-01,2026-06-30,0.07332766138466447,0.32633202169520364,0.2892162075933213,0.1993512708709986,노원구,서울특별시 노원구 한글비석로 263 성모빌딩,37.65116119,127.07659149,2021-03-04 00:00:00,10.0,QR,395,47.61012658227848,4.761012658227848,4,1,4,5,4,18,3.3499999999999996,검토,3
111,111. 상수역 2번출구 앞,18851,2025-06-01,2026-06-30,0.05485120152777041,0.31022226937562997,0.33547291920853006,0.31372340989867914,마포구,서울특별시 마포구 와우산로 40,37.54787064,126.92353058,2015-09-07 01:30:37,10.0,QR,395,47.72405063291139,4.7724050632911394,4,1,4,5,4,18,3.3499999999999996,검토,3
609,609. 제기2교,16879,2025-06-01,2026-06-30,0.19639789087031223,0.26814384738432373,0.2733574263878192,0.21665975472480598,동대문구,서울특별시 동대문구 제기동 122-388,37.58774567,127.03738403,2016-06-29 12:00:00,30.0,LCD,395,42.731645569620255,1.4243881856540086,4,4,3,4,2,17,3.3499999999999996,검토,3
1683,1683. 노원문화예술회관,21535,2025-06-01,2026-06-30,0.23789180403993498,0.22071047132574878,0.24583236591595078,0.1974460181100534,노원구,서울특별시 노원구 중계로 181 노원문화예술회관,37.65045929,127.08088684,2018-10-27 00:00:00,5.0,LCD,395,54.51898734177215,10.90379746835443,4,4,1,3,5,17,3.3499999999999996,검토,1
485,485.서울역5번출구,10784,2025-06-01,2026-06-30,0.18981824925816024,0.3551557863501484,0.19380563798219586,0.14790430267062316,중구,서울특별시 중구 세종대로 2 서울역 1호선,37.55677032,126.97319794,2020-02-03 00:00:00,10.0,QR,395,27.30126582278481,2.730126582278481,3,3,5,1,3,15,3.3000000000000003,검토,2
206,206. KBS 앞,33082,2025-06-01,2026-06-30,0.0918021885012998,0.43516111480563446,0.21863853455051085,0.10779275739072608,영등포구,서울특별시 영등포구 여의공원로 13,37.52466583,126.91802216,2015-09-17 15:09:17,35.0,QR,395,83.75189873417722,2.3929113924050633,5,1,5,2,3,16,3.3000000000000003,검토,2
